,time_spent,first_deposit_amount,user_id,risk_tolerance_high_risk_tolerance,risk_tolerance_low_risk_tolerance,risk_tolerance_med_risk_tolerance,time_horizon_long_time_horizon,time_horizon_med_time_horizon,time_horizon_short_time_horizon,investment_experience_extensive_investment_exp,investment_experience_good_investment_exp,investment_experience_limited_investment_exp,investment_experience_no_investment_exp,liquidity_needs_not_important_liq_need,liquidity_needs_somewhat_important_liq_need,liquidity_needs_very_important_liq_need,platform_Android,platform_both,platform_iOS,instrument_type_first_traded_0,instrument_type_first_traded_adr,instrument_type_first_traded_cef,instrument_type_first_traded_etp,instrument_type_first_traded_lp,instrument_type_first_traded_mlp,instrument_type_first_traded_reit,instrument_type_first_traded_rlt,instrument_type_first_traded_stock,instrument_type_first_traded_tracking,instrument_type_first_traded_wrt,churn
10,9.4436,50.0,bf7d43376fee932d78537347beb07e36,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11,3.35893333333,1000.0,56bea929bcaeae73d3737a42c02bfc3c,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,74.3467666667,200.0,b63f1ab8005b313815f116ea99ae1864,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13,0.9879666666670001,3000.0,3bc30bf7afa2a7ef04bb7d8f9742d752,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14,4.52153333333,5000.0,51a4ce44d4bc392a4a2db226308e8d0b,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,4.55301666667,10.0,064ecf3e3a66c362fa52807411ced374,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16,0.0,40.0,50cf51b304d3dd9796063cf7b8221ada,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17,19.8825,100.0,385e0cebee45e07eb97304f03a093529,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,0.0,150.0,bb70182208e73de1dccc347d098b4292,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19,0.0,50.0,44daa41022383125d36277779c8e8f85,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20,0.493266666667,500.0,d2723168844432c5186a702aae7e58fa,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
21,8.54966666667,10.0,3d8664d2b058d4796589a4dbedcc1a48,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,0.0,1000.0,72332b7f69aa4e58ae7b3d3737d79b41,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
23,18.1116166667,200.0,62b104513b4eb94f9464b6da36d00c46,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,0.0,250.0,a78ceddff542a102b31cff689a618d86,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25,21.4719833333,25.0,c96724b6ba588a8ebaa00e44f48d599f,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26,19.1435833333,10.0,013af61a0a1c2cbef974b88fd4cd8b34,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,4.71173333333,50.0,8c41f7ac77c5487dc61a1bc7754c1f1b,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,12.351966666700001,100.0,fadd47d24759e87fe4e6dc49800d314e,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,14.827883333299999,200.0,0c2cc46a5d5eeedd3a2c54e59b15e01a,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,52.5490166667,10.0,0aed336cdbbd2e9e664d053d877678c8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0.0,100.0,c840d6ccb5a43a68312e3ae11ee1ac6a,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,17.97345,100.0,209cbf0d52efd985e9a15aad05ee1e3a,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33,11.9484166667,50.0,44a2d398d8783c29f605f3528b6f5eb7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
34,2.36883333333,500.0,253352d8347caa7f3de8bb1096df9a4f,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,35.7030833333,50.0,e856013301948923da8a7ee15b34ba62,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,5.04601666667,1000.0,04c47852fa5831f191b831e221d2619a,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,71.8712833333,100.0,536b742882c3d61b4aa4b123594fb769,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,0.6679999999999999,60.0,537a299337df9e671c1918aca7dd64cf,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,0.0,1000.0,b3c8ac89ab421e27d0d8da0d278bc638,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,6.585866666669999,50.0,e5ba46f1ff7c44025a2048b70e12ce52,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,89.7789333333,20.0,7fa9742f1f7874003e5083aa143b48a1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,2.23576666667,150.0,49244824562c2d157846334ab995af29,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
43,1.2806833333299998,39.0,1d7753decc8ab644e8b03b79d6f43eaa,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,5.32683333333,200.0,5761fd7c2bd8ace1e71fcf289d12ab94,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
45,35.1944333333,25.0,ae4a8561d493e59044a604afc9373649,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,28.9948833333,10.0,add434bc47375ae53743a6b56e2c63df,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,72.7252833333,20.0,9051d9f9b78f807258d7432335ff7c43,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48,0.0,1500.0,7bdd363a352211cb6c86cc4546e36eab,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,0.0,500.0,8cbbe14e0a2faeac7498765fccb13233,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,0.0,50.0,f4b2de43279fb7220ed3f014bee205bd,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,74.7014,500.0,6da8564a58c1be98127895479c8767aa,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,15.05155,304.0,6d68854af5839cdc3451e369d7493f0f,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,2.49836666667,20000.0,8e9fba007fda31acc10a7a8034c38894,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
54,56.1876166667,5.0,f59175fe38f9f5e98853efe6e9caefaa,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,106.765116667,1000.0,0364f794c1630491067963fee08de762,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,20.4975666667,100.0,6728e2c4d84d71c182e10b2799e4f306,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
57,31.177433333299998,200.0,f25fe89878348b1c81cb864d590bce09,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
58,23.1584,500.0,26c361b6af7464bab75bd55b91860b6e,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,83.8301333333,200.0,056f2bce1aca9b0679e7146134f01f92,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60,10.737083333300001,19.38,8f7bcd197e3ebb65a4780a502ea1b1c0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
61,2.76991666667,50.0,95336f00a24e792903c47057b0ade7fa,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62,33.3147333333,1000.0,18ea38b0190c952a917f9c2a7a38a603,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63,5.603916666669999,500.0,5d26092b40d2a8cd5b8eb9523f5f6bff,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64,19.709433333299998,100.0,5c4103eba2ef8e35baa57bace49d758c,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
65,13.6891333333,1000.0,f4a6535024dc234560e24949d05ce02c,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
66,19.799566666700002,100.0,41d53694c5f8c3fcc589306f6ce28c6d,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,4.3,5.0,28e81aeb3bd9524fdbd8cd381293517e,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68,0.0,100.0,1e2e6e16a4ccf9d644c97007cf5ebe28,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
69,16.145,50.0,38195e2a4838bff7fed7bd3297194bf3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
70,11.796316666700001,1500.0,03533bd0bbc4abd794ad22835d993082,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
71,0.0,10.0,db4fefb04bba4bf2ab71aba2716abe35,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
72,41.288783333299996,100.0,494cc4ec82bb40a48b86f752be56e7b1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73,33.7029166667,10.0,9c0a78efe3331efaf8903769921e60ca,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74,40.5918333333,1500.0,a541737b5ce39d1cac27952aae426b03,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
75,16.1373833333,500.0,c573cbab130f864ad1a3a80e97c95332,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,31.5684333333,500.0,2b14f5c66d2b16ff7aef2b2991d2e389,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
77,16.8940833333,10.0,2a5c2c3397fd6a3b7cbe6d7e66cefdac,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78,0.0,2000.0,92d7fcd6f40b6d156400003c20f2d927,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
79,21.737033333299998,10.49,94ca511432e37f4ee004c7efe5928b9e,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
80,255.079433333,100.0,de6263af9d5d18790896379341185287,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
81,0.0,200.0,2a817f4309fc5ccc48a12c230323b8e4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
82,25.6489666667,100.0,66453040acfbfaa79fe4fc790326a0db,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
83,0.0,50.0,7c4cca3706ded5d6158695d4553463f3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
84,6.980683333330001,500.0,2048c468d4b7a7ed61e372d39efdccc6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
85,3.6966,100.0,6df4829dd6896ae403b669958cac4e20,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
86,0.0,3000.0,f7e615c7f844b238469357adf3a0b0c6,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
87,23.1141333333,100.0,d73975d8b89c4c3f7117d0fdbd2d6781,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
88,0.0,50.0,0115888f5e28e3c07fdc17e0fad9e75c,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
89,48.7477,2000.0,4e0972689a7ee96f2146d55ff06d6512,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
90,11.0508833333,250.0,4e933a5a8c60271783b91ad0e7405a5c,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
91,0.0,200.0,893a402527a3e806f3678fa6d4f934f4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
92,1.76068333333,100.0,b42bd28ef20e4000c3b253577d4e3803,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
93,77.4551833333,2000.0,90cbc63da7048d816c1a5a646ff069bc,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
94,42.68365,20.0,94e9bd25458544ab9c5d473deca82d05,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
95,56.3909166667,17.76,40237ce279ce215e2167ffc30d6e201f,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
96,27.59625,1000.0,db08f991aad373b80ef1e061c3885e35,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97,83.963,750.0,5729993e42f7fa1d26726bdaa53e2912,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
98,26.50275,1000.0,c7f8e24cb963079bc85841adbc695059,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
99,15.3485166667,200.0,53284d700c6c22572b7d4b1aba9ed5b8,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
100,40.3325833333,20.0,1e47959dcc1fa19c625b84de17948125,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
101,0.0,2000.0,6e54ff0b267216fbfc31acc356ed064d,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
102,72.8499333333,5000.0,56b4225230a1960db07d9ff34aac802f,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
103,2.21863333333,40.51,070c2588ef4fa5ba6e957db939ac0605,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
104,0.327716666667,250.0,00c3647c1a8bf51bab40326050e3d04d,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
105,2.73391666667,50.0,aaa3fc70621e7c896bd1130d5a5ddfd7,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
106,15.8849833333,10.0,ea51109f55329bedef6a1798a1f1d20d,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
107,0.0,1000.0,b125f0e5717d7006a7112344d286b983,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108,14.9102,25.0,7e8ba6286510d070edbfa34177267c16,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109,6.97855,140.0,73b14f3cc0fd787b20b9096e5c35cbff,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
110,12.77215,50.0,329a262c54ce861bcfcfad61437d2fb7,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
111,0.0,20.0,b3b05a41c2a186debcb2c4ce15c1f0bf,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
112,197.60686666700002,50.0,da48adacf68ae187b8fc77e30f9b6be7,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113,87.81395,50.0,515c506f91c5656bc1ad9aac5232b4a8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
114,0.0,100.0,e3634593982be1f71f42f98a854a8624,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
115,2.7492166666699998,100.0,5087ddb5eecd6c0ebcf348c7c388db52,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
116,79.2990666667,20.0,21bb2663eef8cab26ce97e223be82321,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
117,0.93415,40.0,24f08e5f1125325df597f048943934b4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
118,13.552966666700001,1000.0,51db5717a060a4fdb09f5c452e0cf2e2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
119,135.926666667,1000.0,4a2c4fc7def500fdaaae07fdf32c4a3c,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
120,0.0,100.0,db1ecaf8f02288657cfca5d575b6327a,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
121,0.0,300.0,0faaba6116816dc764aeab5afadf0237,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
122,10.1015,20.0,b8d2e8531e7ccdbc12ec0e9120185447,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,66.36245,500.0,e208d86a4fffbe9e12977e0646d87c24,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
124,3.90195,3000.0,fe44981dad6893b42f3e9a208800c760,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
125,19.5325166667,500.0,450eb16c6cd9adbf46fac0a85464bda5,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
126,11.87705,1500.0,e4b680ae233e9aac14b3b2ca5a4bf45b,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
127,41.8787333333,3000.0,a010921107be046fd40e727db07a2c5d,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
128,3.26301666667,250.0,7bf6c6e913bd2781fa686e1bbb479359,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
129,36.2691166667,1.0,b9fcf3097935ed35f2a0e8f8184f8778,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
130,0.0,4604.0,4f9eed3a4923cf6f1a3b0e40cb01e2c3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
131,55.5599,1000.0,6b0d55baf3399744f580e2b7a788fd20,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
132,0.0,50.0,1da17d3e39e1e066fa63eec0ece36bbc,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
133,0.0,500.0,5fd68f848dbdfcae6f3db7483d11cf66,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
134,20.4437333333,10.0,2c53b78fdf9ccef4e7d9d2eff3f747f0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
135,0.0,100.0,a41a6c86272efb8e9fdffd445f7c825a,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
136,168.644716667,50.0,c9b99e28690a4c51bed1a584db508e38,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
137,13.258816666700001,5000.0,1db91cbf565b82215eda3c828d9a0ae6,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
138,14.3646166667,15.0,17cfaa654eca39090c20d7629cb9951e,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,5.66236666667,100.0,dab07b8d129c3be470d4b02eecc40e37,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
140,37.3352,1000.0,1fe442af79a0afa74344cedf1a3f5049,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
141,11.7253333333,1000.0,886668038291268fed5d5b2e90c4dbdb,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
142,36.1582833333,100.0,cb64db1df51036d2e52247e1fc1157af,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
143,1.6984333333300001,100.0,61fa885fa62532019b328c684c140c32,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
144,0.0,100.0,2df8f60ad9cabe546ff0ef78ffdd299c,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
145,10.7276333333,100.0,f7b52c1eda853574748b6119191981d9,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
